FILE	SEQUENCE	START	END	STRAND	GENE	COVERAGE	COVERAGE_MAP	GAPS	%COVERAGE	%IDENTITY	DATABASE	ACCESSION	PRODUCT	RESISTANCE
GCF_012051245.1_ASM1205124v1_genomic.fna	NZ_CP050729.1	113126	113956	-	blaOXA-1	1-831/831	===============	0/0	100.00	100.00	ncbi	NG_049392.1	oxacillin-hydrolyzing class D beta-lactamase OXA-1	CEPHALOSPORIN
GCF_012051245.1_ASM1205124v1_genomic.fna	NZ_CP050729.1	114087	114641	-	aac(6')-Ib-D181Y	1-555/555	===============	0/0	100.00	99.82	ncbi	NG_067946.1	AAC(6')-Ib family aminoglycoside 6'-N-acetyltransferase	AMIKACIN;KANAMYCIN;TOBRAMYCIN
GCF_012051245.1_ASM1205124v1_genomic.fna	NZ_CP050729.1	118709	119500	+	aadA2	1-792/792	===============	0/0	100.00	100.00	ncbi	NG_051846.1	ANT(3'')-Ia family aminoglycoside nucleotidyltransferase AadA2	STREPTOMYCIN
GCF_012051245.1_ASM1205124v1_genomic.fna	NZ_CP050729.1	119762	121021	+	cmlA1	1-1260/1260	===============	0/0	100.00	99.92	ncbi	NG_047648.1	chloramphenicol efflux MFS transporter CmlA1	CHLORAMPHENICOL
GCF_012051245.1_ASM1205124v1_genomic.fna	NZ_CP050729.1	121114	121905	+	aadA1	1-792/792	===============	0/0	100.00	99.87	ncbi	NG_052266.1	ANT(3'')-Ia family aminoglycoside nucleotidyltransferase AadA1	STREPTOMYCIN
GCF_012051245.1_ASM1205124v1_genomic.fna	NZ_CP050729.1	123587	124378	-	sul3	1-792/792	===============	0/0	100.00	100.00	ncbi	NG_048120.1	sulfonamide-resistant dihydropteroate synthase Sul3	SULFONAMIDE
GCF_012051245.1_ASM1205124v1_genomic.fna	NZ_CP050729.1	127079	127894	+	aph(3')-Ia	1-816/816	===============	0/0	100.00	100.00	ncbi	NG_047430.1	aminoglycoside O-phosphotransferase APH(3')-Ia	KANAMYCIN
GCF_012051245.1_ASM1205124v1_genomic.fna	NZ_CP050729.1	129193	129690	+	dfrA12	1-498/498	===============	0/0	100.00	100.00	ncbi	NG_047689.1	trimethoprim-resistant dihydrofolate reductase DfrA12	TRIMETHOPRIM
GCF_012051245.1_ASM1205124v1_genomic.fna	NZ_CP050729.1	131999	132838	-	sul1	1-840/840	===============	0/0	100.00	100.00	ncbi	NG_048082.1	sulfonamide-resistant dihydropteroate synthase Sul1	SULFONAMIDE
GCF_012051245.1_ASM1205124v1_genomic.fna	NZ_CP050729.1	135466	135857	+	bleO	14-405/405	===============	0/0	96.79	100.00	ncbi	NG_047557.1	bleomycin binding protein	BLEOMYCIN
GCF_012051245.1_ASM1205124v1_genomic.fna	NZ_CP050729.1	137928	139103	+	oqxA	1-1176/1176	===============	0/0	100.00	100.00	ncbi	NG_048024.1	multidrug efflux RND transporter periplasmic adaptor subunit OqxA	PHENICOL;QUINOLONE
GCF_012051245.1_ASM1205124v1_genomic.fna	NZ_CP050729.1	139127	142279	+	oqxB	1-3153/3153	===============	0/0	100.00	100.00	ncbi	NG_048025.1	multidrug efflux RND transporter permease subunit OqxB	PHENICOL;QUINOLONE
GCF_012051385.1_ASM1205138v1_genomic.fna	NZ_CP050732.1	24389	25603	+	floR	1-1215/1215	===============	0/0	100.00	99.83	ncbi	NG_047862.1	chloramphenicol/florfenicol efflux MFS transporter FloR	CHLORAMPHENICOL;FLORFENICOL
GCF_012051385.1_ASM1205138v1_genomic.fna	NZ_CP050732.1	26203	27402	-	tet(A)	1-1200/1200	===============	0/0	100.00	100.00	ncbi	NG_048153.1	tetracycline efflux MFS transporter Tet(A)	TETRACYCLINE
GCF_012051385.1_ASM1205138v1_genomic.fna	NZ_CP050732.1	28738	29574	-	aph(6)-Id	1-837/837	===============	0/0	100.00	100.00	ncbi	NG_047464.1	aminoglycoside O-phosphotransferase APH(6)-Id	STREPTOMYCIN
GCF_012051385.1_ASM1205138v1_genomic.fna	NZ_CP050732.1	29574	30401	-	aph(3'')-Ib	1-828/828	===============	0/0	100.00	100.00	ncbi	NG_056002.2	aminoglycoside O-phosphotransferase APH(3'')-Ib	STREPTOMYCIN
GCF_012051385.1_ASM1205138v1_genomic.fna	NZ_CP050732.1	30438	31253	-	sul2	1-816/816	===============	0/0	100.00	100.00	ncbi	NG_051852.1	sulfonamide-resistant dihydropteroate synthase Sul2	SULFONAMIDE
GCF_012051385.1_ASM1205138v1_genomic.fna	NZ_CP050732.1	64847	65488	-	catA2	1-642/642	===============	0/0	100.00	100.00	ncbi	NG_047596.1	type A-2 chloramphenicol O-acetyltransferase CatII	CHLORAMPHENICOL
GCF_012051385.1_ASM1205138v1_genomic.fna	NZ_CP050732.1	66547	67407	+	aac(3)-IId	1-861/861	===============	0/0	100.00	100.00	ncbi	NG_047251.1	aminoglycoside N-acetyltransferase AAC(3)-IId	GENTAMICIN
GCF_012051385.1_ASM1205138v1_genomic.fna	NZ_CP050732.1	73957	74613	+	qnrS1	1-657/657	===============	0/0	100.00	100.00	ncbi	NG_050543.1	quinolone resistance pentapeptide repeat protein QnrS1	QUINOLONE
GCF_012051385.1_ASM1205138v1_genomic.fna	NZ_CP050732.1	76264	77139	-	blaCTX-M-55	1-876/876	===============	0/0	100.00	100.00	ncbi	NG_049006.1	class A extended-spectrum beta-lactamase CTX-M-55	CEPHALOSPORIN
GCF_012051385.1_ASM1205138v1_genomic.fna	NZ_CP050732.1	79429	81054	+	mcr-3.1	1-1626/1626	===============	0/0	100.00	100.00	ncbi	NG_055505.1	phosphoethanolamine--lipid A transferase MCR-3.1	COLISTIN
GCF_012051385.1_ASM1205138v1_genomic.fna	NZ_CP050732.1	149232	150092	-	blaTEM-1	1-861/861	===============	0/0	100.00	100.00	ncbi	NG_050145.1	class A broad-spectrum beta-lactamase TEM-1	BETA-LACTAM
GCF_012051625.1_ASM1205162v1_genomic.fna	NZ_CP050734.1	73041	73880	-	sul1	1-840/840	===============	0/0	100.00	100.00	ncbi	NG_048082.1	sulfonamide-resistant dihydropteroate synthase Sul1	SULFONAMIDE
GCF_012051625.1_ASM1205162v1_genomic.fna	NZ_CP050734.1	74385	75176	-	aadA1	1-792/792	===============	0/0	100.00	99.87	ncbi	NG_047325.1	ANT(3'')-Ia family aminoglycoside nucleotidyltransferase AadA1	STREPTOMYCIN
GCF_012051625.1_ASM1205162v1_genomic.fna	NZ_CP050734.1	75289	76119	-	blaOXA-1	1-831/831	===============	0/0	100.00	100.00	ncbi	NG_049392.1	oxacillin-hydrolyzing class D beta-lactamase OXA-1	CEPHALOSPORIN
GCF_012051625.1_ASM1205162v1_genomic.fna	NZ_CP050734.1	82195	82854	-	catA1	1-660/660	===============	0/0	100.00	99.85	ncbi	NG_047582.1	type A-1 chloramphenicol O-acetyltransferase	CHLORAMPHENICOL
GCF_012051625.1_ASM1205162v1_genomic.fna	NZ_CP050734.1	85846	87051	+	tet(B)	1-1206/1206	===============	0/0	100.00	100.00	ncbi	NG_048163.1	tetracycline efflux MFS transporter Tet(B)	TETRACYCLINE
GCF_012051625.1_ASM1205162v1_genomic.fna	NZ_CP050735.1	11200	11991	+	aadA22	1-792/792	===============	0/0	100.00	100.00	ncbi	NG_047346.1	ANT(3'')-Ia family aminoglycoside nucleotidyltransferase AadA22	STREPTOMYCIN
GCF_012051625.1_ASM1205162v1_genomic.fna	NZ_CP050735.1	17554	18456	-	erm(42)	1-906/906	========/======	3/3	99.67	99.56	ncbi	NG_047784.2	23S rRNA (adenine(2058)-N(6))-methyltransferase Erm(42)	MACROLIDE
GCF_012051625.1_ASM1205162v1_genomic.fna	NZ_CP050735.1	22075	22890	-	sul2	1-816/816	===============	0/0	100.00	99.88	ncbi	NG_048118.1	sulfonamide-resistant dihydropteroate synthase Sul2	SULFONAMIDE
GCF_012051625.1_ASM1205162v1_genomic.fna	NZ_CP050735.1	28141	30060	-	tet(M)	1-1920/1920	===============	0/0	100.00	99.95	ncbi	NG_048250.1	tetracycline resistance ribosomal protection protein Tet(M)	TETRACYCLINE
GCF_012051625.1_ASM1205162v1_genomic.fna	NZ_CP050735.1	33976	35511	+	qepA1	1-1536/1536	===============	0/0	100.00	100.00	ncbi	NG_050459.1	fluoroquinolone efflux MFS transporter QepA1	QUINOLONE
GCF_012051625.1_ASM1205162v1_genomic.fna	NZ_CP050735.1	38965	39720	-	rmtB1	1-756/756	===============	0/0	100.00	100.00	ncbi	NG_048058.1	16S rRNA (guanine(1405)-N(7))-methyltransferase RmtB1	AMINOGLYCOSIDE
GCF_012051625.1_ASM1205162v1_genomic.fna	NZ_CP050735.1	39890	40750	-	blaTEM-1	1-861/861	===============	0/0	100.00	100.00	ncbi	NG_050145.1	class A broad-spectrum beta-lactamase TEM-1	BETA-LACTAM
GCF_012051625.1_ASM1205162v1_genomic.fna	NZ_CP050735.1	52065	52925	-	aac(3)-IId	1-861/861	===============	0/0	100.00	100.00	ncbi	NG_047251.1	aminoglycoside N-acetyltransferase AAC(3)-IId	GENTAMICIN
GCF_012051625.1_ASM1205162v1_genomic.fna	NZ_CP050736.1	80199	80696	+	dfrA12	1-498/498	===============	0/0	100.00	100.00	ncbi	NG_047689.1	trimethoprim-resistant dihydrofolate reductase DfrA12	TRIMETHOPRIM
GCF_012051625.1_ASM1205162v1_genomic.fna	NZ_CP050736.1	81104	81895	+	aadA2	1-792/792	===============	0/0	100.00	100.00	ncbi	NG_047343.1	ANT(3'')-Ia family aminoglycoside nucleotidyltransferase AadA2	STREPTOMYCIN
GCF_012051625.1_ASM1205162v1_genomic.fna	NZ_CP050736.1	82400	83239	+	sul1	1-840/840	===============	0/0	100.00	100.00	ncbi	NG_048082.1	sulfonamide-resistant dihydropteroate synthase Sul1	SULFONAMIDE
GCF_012051625.1_ASM1205162v1_genomic.fna	NZ_CP050736.1	86154	87014	+	aac(3)-IId	1-861/861	===============	0/0	100.00	100.00	ncbi	NG_047251.1	aminoglycoside N-acetyltransferase AAC(3)-IId	GENTAMICIN
GCF_012052225.1_ASM1205222v1_genomic.fna	NZ_CP050753.1	1170750	1171955	+	tet(B)	1-1206/1206	===============	0/0	100.00	100.00	ncbi	NG_048163.1	tetracycline efflux MFS transporter Tet(B)	TETRACYCLINE
GCF_012052225.1_ASM1205222v1_genomic.fna	NZ_CP050753.1	1181914	1182729	+	sul2	1-816/816	===============	0/0	100.00	99.88	ncbi	NG_048118.1	sulfonamide-resistant dihydropteroate synthase Sul2	SULFONAMIDE
GCF_012052225.1_ASM1205222v1_genomic.fna	NZ_CP050753.1	1182766	1183593	+	aph(3'')-Ib	1-828/828	===============	0/0	100.00	100.00	ncbi	NG_056002.2	aminoglycoside O-phosphotransferase APH(3'')-Ib	STREPTOMYCIN
GCF_012052225.1_ASM1205222v1_genomic.fna	NZ_CP050753.1	1183593	1184429	+	aph(6)-Id	1-837/837	===============	0/0	100.00	100.00	ncbi	NG_047464.1	aminoglycoside O-phosphotransferase APH(6)-Id	STREPTOMYCIN
GCF_012052225.1_ASM1205222v1_genomic.fna	NZ_CP050753.1	1185792	1186652	-	blaTEM-1	1-861/861	===============	0/0	100.00	100.00	ncbi	NG_050145.1	class A broad-spectrum beta-lactamase TEM-1	BETA-LACTAM
GCF_012052225.1_ASM1205222v1_genomic.fna	NZ_CP050754.1	110835	111674	-	sul1	1-840/840	===============	0/0	100.00	100.00	ncbi	NG_048082.1	sulfonamide-resistant dihydropteroate synthase Sul1	SULFONAMIDE
GCF_012052225.1_ASM1205222v1_genomic.fna	NZ_CP050754.1	112238	112690	-	arr-3	1-453/453	===============	0/0	100.00	100.00	ncbi	NG_048581.1	NAD(+)--rifampin ADP-ribosyltransferase Arr-3	RIFAMYCIN
GCF_012052225.1_ASM1205222v1_genomic.fna	NZ_CP050754.1	112775	113407	-	catB3	1-633/633	===============	0/0	100.00	100.00	ncbi	NG_047604.1	type B-3 chloramphenicol O-acetyltransferase CatB3	CHLORAMPHENICOL
GCF_012052225.1_ASM1205222v1_genomic.fna	NZ_CP050754.1	113545	114375	-	blaOXA-1	1-831/831	===============	0/0	100.00	100.00	ncbi	NG_049392.1	oxacillin-hydrolyzing class D beta-lactamase OXA-1	CEPHALOSPORIN
GCF_012052225.1_ASM1205222v1_genomic.fna	NZ_CP050754.1	114506	115060	-	aac(6')-Ib-D181Y	1-555/555	===============	0/0	100.00	99.82	ncbi	NG_067946.1	AAC(6')-Ib family aminoglycoside 6'-N-acetyltransferase	AMIKACIN;KANAMYCIN;TOBRAMYCIN
GCF_012052225.1_ASM1205222v1_genomic.fna	NZ_CP050754.1	122670	123884	+	floR	1-1215/1215	===============	0/0	100.00	100.00	ncbi	NG_047877.1	chloramphenicol/florfenicol efflux MFS transporter FloR	CHLORAMPHENICOL;FLORFENICOL
GCF_012052225.1_ASM1205222v1_genomic.fna	NZ_CP050754.1	126386	127201	-	sul2	1-816/816	===============	0/0	100.00	100.00	ncbi	NG_051852.1	sulfonamide-resistant dihydropteroate synthase Sul2	SULFONAMIDE
GCF_012052225.1_ASM1205222v1_genomic.fna	NZ_CP050754.1	132048	133073	-	aph(4)-Ia	1-1026/1026	===============	0/0	100.00	100.00	ncbi	NG_047456.1	aminoglycoside O-phosphotransferase APH(4)-Ia	HYGROMYCIN
GCF_012052225.1_ASM1205222v1_genomic.fna	NZ_CP050754.1	133302	134078	-	aac(3)-IVa	1-777/777	===============	0/0	100.00	99.87	ncbi	NG_047253.1	aminoglycoside N-acetyltransferase AAC(3)-IVa	GENTAMICIN
GCF_012052225.1_ASM1205222v1_genomic.fna	NZ_CP050754.1	138460	139251	+	aadA2	1-792/792	===============	0/0	100.00	100.00	ncbi	NG_051846.1	ANT(3'')-Ia family aminoglycoside nucleotidyltransferase AadA2	STREPTOMYCIN
GCF_012052225.1_ASM1205222v1_genomic.fna	NZ_CP050754.1	139513	140772	+	cmlA1	1-1260/1260	===============	0/0	100.00	99.92	ncbi	NG_047648.1	chloramphenicol efflux MFS transporter CmlA1	CHLORAMPHENICOL
GCF_012052225.1_ASM1205222v1_genomic.fna	NZ_CP050754.1	140865	141656	+	aadA1	1-792/792	===============	0/0	100.00	99.87	ncbi	NG_052266.1	ANT(3'')-Ia family aminoglycoside nucleotidyltransferase AadA1	STREPTOMYCIN
GCF_012052225.1_ASM1205222v1_genomic.fna	NZ_CP050754.1	143338	144129	-	sul3	1-792/792	===============	0/0	100.00	100.00	ncbi	NG_048120.1	sulfonamide-resistant dihydropteroate synthase Sul3	SULFONAMIDE
GCF_012052225.1_ASM1205222v1_genomic.fna	NZ_CP050754.1	146830	147645	+	aph(3')-Ia	1-816/816	===============	0/0	100.00	100.00	ncbi	NG_047430.1	aminoglycoside O-phosphotransferase APH(3')-Ia	KANAMYCIN
GCF_012052225.1_ASM1205222v1_genomic.fna	NZ_CP050754.1	148944	149441	+	dfrA12	1-498/498	===============	0/0	100.00	100.00	ncbi	NG_047689.1	trimethoprim-resistant dihydrofolate reductase DfrA12	TRIMETHOPRIM
GCF_012052225.1_ASM1205222v1_genomic.fna	NZ_CP050754.1	151750	152589	-	sul1	1-840/840	===============	0/0	100.00	100.00	ncbi	NG_048082.1	sulfonamide-resistant dihydropteroate synthase Sul1	SULFONAMIDE
GCF_012052225.1_ASM1205222v1_genomic.fna	NZ_CP050754.1	155217	155608	+	bleO	14-405/405	===============	0/0	96.79	100.00	ncbi	NG_047557.1	bleomycin binding protein	BLEOMYCIN
GCF_012052225.1_ASM1205222v1_genomic.fna	NZ_CP050754.1	157679	158854	+	oqxA	1-1176/1176	===============	0/0	100.00	100.00	ncbi	NG_048024.1	multidrug efflux RND transporter periplasmic adaptor subunit OqxA	PHENICOL;QUINOLONE
GCF_012052225.1_ASM1205222v1_genomic.fna	NZ_CP050754.1	158878	162030	+	oqxB	1-3153/3153	===============	0/0	100.00	100.00	ncbi	NG_048025.1	multidrug efflux RND transporter permease subunit OqxB	PHENICOL;QUINOLONE
GCF_012052225.1_ASM1205222v1_genomic.fna	NZ_CP050754.1	227301	227942	-	catA2	1-642/642	===============	0/0	100.00	100.00	ncbi	NG_047596.1	type A-2 chloramphenicol O-acetyltransferase CatII	CHLORAMPHENICOL
GCF_012052225.1_ASM1205222v1_genomic.fna	NZ_CP050754.1	229340	230215	+	blaCTX-M-55	1-876/876	===============	0/0	100.00	100.00	ncbi	NG_049006.1	class A extended-spectrum beta-lactamase CTX-M-55	CEPHALOSPORIN
GCF_012052445.1_ASM1205244v1_genomic.fna	NZ_CP050759.1	152	706	+	aac(6')-Ib-D181Y	1-555/555	===============	0/0	100.00	99.82	ncbi	NG_067946.1	AAC(6')-Ib family aminoglycoside 6'-N-acetyltransferase	AMIKACIN;KANAMYCIN;TOBRAMYCIN
GCF_012052445.1_ASM1205244v1_genomic.fna	NZ_CP050759.1	837	1667	+	blaOXA-1	1-831/831	===============	0/0	100.00	100.00	ncbi	NG_049392.1	oxacillin-hydrolyzing class D beta-lactamase OXA-1	CEPHALOSPORIN
GCF_012052445.1_ASM1205244v1_genomic.fna	NZ_CP050759.1	1805	2437	+	catB3	1-633/633	===============	0/0	100.00	100.00	ncbi	NG_047604.1	type B-3 chloramphenicol O-acetyltransferase CatB3	CHLORAMPHENICOL
GCF_012052445.1_ASM1205244v1_genomic.fna	NZ_CP050759.1	2522	2974	+	arr-3	1-453/453	===============	0/0	100.00	100.00	ncbi	NG_048581.1	NAD(+)--rifampin ADP-ribosyltransferase Arr-3	RIFAMYCIN
GCF_012052445.1_ASM1205244v1_genomic.fna	NZ_CP050759.1	3538	4377	+	sul1	1-840/840	===============	0/0	100.00	99.88	ncbi	NG_048082.1	sulfonamide-resistant dihydropteroate synthase Sul1	SULFONAMIDE
GCF_012052445.1_ASM1205244v1_genomic.fna	NZ_CP050759.1	12161	12955	+	aph(3')-IIa	1-795/795	========/======	2/2	99.87	99.62	ncbi	NG_047417.1	aminoglycoside O-phosphotransferase APH(3')-IIa	KANAMYCIN
GCF_012052445.1_ASM1205244v1_genomic.fna	NZ_CP050759.1	14602	17751	-	oqxB	1-3153/3153	========/======	3/3	99.90	99.81	ncbi	NG_048025.1	multidrug efflux RND transporter permease subunit OqxB	PHENICOL;QUINOLONE
GCF_012052445.1_ASM1205244v1_genomic.fna	NZ_CP050759.1	17775	18949	-	oqxA2	1-1176/1176	========/======	1/1	99.91	99.83	ncbi	NG_050420.1	multidrug efflux RND transporter periplasmic adaptor subunit OqxA2	PHENICOL;QUINOLONE
GCF_012052445.1_ASM1205244v1_genomic.fna	NZ_CP050759.1	20021	20766	+	blaTEM-1	116-861/861	..=============	0/0	86.64	99.87	ncbi	NG_050145.1	class A broad-spectrum beta-lactamase TEM-1	BETA-LACTAM
GCF_012052445.1_ASM1205244v1_genomic.fna	NZ_CP050759.1	21548	22423	-	blaCTX-M-55	1-876/876	===============	0/0	100.00	99.77	ncbi	NG_049006.1	class A extended-spectrum beta-lactamase CTX-M-55	CEPHALOSPORIN
GCF_012052445.1_ASM1205244v1_genomic.fna	NZ_CP050759.1	23852	24646	-	aph(3')-IIa	1-795/795	===============	0/0	100.00	100.00	ncbi	NG_047417.1	aminoglycoside O-phosphotransferase APH(3')-IIa	KANAMYCIN
GCF_012052605.1_ASM1205260v1_genomic.fna	NZ_CP050772.1	111307	112506	-	tet(A)	1-1200/1200	===============	0/0	100.00	99.92	ncbi	NG_048154.1	tetracycline efflux MFS transporter Tet(A)	TETRACYCLINE
GCF_012052605.1_ASM1205260v1_genomic.fna	NZ_CP050772.1	116326	117165	-	sul1	1-840/840	===============	0/0	100.00	100.00	ncbi	NG_048082.1	sulfonamide-resistant dihydropteroate synthase Sul1	SULFONAMIDE
GCF_012052605.1_ASM1205260v1_genomic.fna	NZ_CP050772.1	117729	118181	-	arr-3	1-453/453	===============	0/0	100.00	100.00	ncbi	NG_048581.1	NAD(+)--rifampin ADP-ribosyltransferase Arr-3	RIFAMYCIN
GCF_012052605.1_ASM1205260v1_genomic.fna	NZ_CP050772.1	118266	118898	-	catB3	1-633/633	===============	0/0	100.00	100.00	ncbi	NG_047604.1	type B-3 chloramphenicol O-acetyltransferase CatB3	CHLORAMPHENICOL
GCF_012052605.1_ASM1205260v1_genomic.fna	NZ_CP050772.1	119036	119866	-	blaOXA-1	1-831/831	===============	0/0	100.00	100.00	ncbi	NG_049392.1	oxacillin-hydrolyzing class D beta-lactamase OXA-1	CEPHALOSPORIN
GCF_012052605.1_ASM1205260v1_genomic.fna	NZ_CP050772.1	119997	120551	-	aac(6')-Ib-D181Y	1-555/555	===============	0/0	100.00	99.82	ncbi	NG_067946.1	AAC(6')-Ib family aminoglycoside 6'-N-acetyltransferase	AMIKACIN;KANAMYCIN;TOBRAMYCIN
GCF_012052605.1_ASM1205260v1_genomic.fna	NZ_CP050772.1	121513	122289	+	aac(3)-IVa	1-777/777	===============	0/0	100.00	99.87	ncbi	NG_047253.1	aminoglycoside N-acetyltransferase AAC(3)-IVa	GENTAMICIN
GCF_012052605.1_ASM1205260v1_genomic.fna	NZ_CP050772.1	122518	123543	+	aph(4)-Ia	1-1026/1026	===============	0/0	100.00	100.00	ncbi	NG_047456.1	aminoglycoside O-phosphotransferase APH(4)-Ia	HYGROMYCIN
GCF_012052605.1_ASM1205260v1_genomic.fna	NZ_CP050772.1	128390	129205	+	sul2	1-816/816	===============	0/0	100.00	100.00	ncbi	NG_051852.1	sulfonamide-resistant dihydropteroate synthase Sul2	SULFONAMIDE
GCF_012052605.1_ASM1205260v1_genomic.fna	NZ_CP050772.1	131708	132922	-	floR	1-1215/1215	===============	0/0	100.00	100.00	ncbi	NG_047877.1	chloramphenicol/florfenicol efflux MFS transporter FloR	CHLORAMPHENICOL;FLORFENICOL
GCF_012052605.1_ASM1205260v1_genomic.fna	NZ_CP050772.1	140170	141030	-	blaTEM-1	1-861/861	========/======	2/2	99.88	99.77	ncbi	NG_050145.1	class A broad-spectrum beta-lactamase TEM-1	BETA-LACTAM
GCF_012052605.1_ASM1205260v1_genomic.fna	NZ_CP050772.1	142853	143668	+	sul2	1-816/816	===============	0/0	100.00	99.75	ncbi	NG_048118.1	sulfonamide-resistant dihydropteroate synthase Sul2	SULFONAMIDE
GCF_012052605.1_ASM1205260v1_genomic.fna	NZ_CP050772.1	143705	144532	+	aph(3'')-Ib	1-828/828	===============	0/0	100.00	100.00	ncbi	NG_056002.2	aminoglycoside O-phosphotransferase APH(3'')-Ib	STREPTOMYCIN
GCF_012052605.1_ASM1205260v1_genomic.fna	NZ_CP050772.1	144532	145368	+	aph(6)-Id	1-837/837	===============	0/0	100.00	100.00	ncbi	NG_047464.1	aminoglycoside O-phosphotransferase APH(6)-Id	STREPTOMYCIN
GCF_012052605.1_ASM1205260v1_genomic.fna	NZ_CP050773.1	21649	22524	+	blaCTX-M-55	1-876/876	===============	0/0	100.00	100.00	ncbi	NG_049006.1	class A extended-spectrum beta-lactamase CTX-M-55	CEPHALOSPORIN
GCF_012052605.1_ASM1205260v1_genomic.fna	NZ_CP050773.1	23306	24051	-	blaTEM-1	116-861/861	..=============	0/0	86.64	99.87	ncbi	NG_050145.1	class A broad-spectrum beta-lactamase TEM-1	BETA-LACTAM
GCF_012052605.1_ASM1205260v1_genomic.fna	NZ_CP050773.1	25938	26732	-	aph(3')-IIa	1-795/795	===============	0/0	100.00	100.00	ncbi	NG_047417.1	aminoglycoside O-phosphotransferase APH(3')-IIa	KANAMYCIN
GCF_012052805.1_ASM1205280v1_genomic.fna	NZ_CP050763.1	131058	131894	-	aph(6)-Id	1-837/837	===============	0/0	100.00	100.00	ncbi	NG_047464.1	aminoglycoside O-phosphotransferase APH(6)-Id	STREPTOMYCIN
GCF_012052805.1_ASM1205280v1_genomic.fna	NZ_CP050763.1	131894	132721	-	aph(3'')-Ib	1-828/828	===============	0/0	100.00	100.00	ncbi	NG_056002.2	aminoglycoside O-phosphotransferase APH(3'')-Ib	STREPTOMYCIN
GCF_012052805.1_ASM1205280v1_genomic.fna	NZ_CP050763.1	132758	133573	-	sul2	1-816/816	===============	0/0	100.00	100.00	ncbi	NG_051852.1	sulfonamide-resistant dihydropteroate synthase Sul2	SULFONAMIDE
GCF_012052805.1_ASM1205280v1_genomic.fna	NZ_CP050763.1	139143	140064	+	mph(A)	1-921/921	========/======	1/1	100.00	99.67	ncbi	NG_047986.1	Mph(A) family macrolide 2'-phosphotransferase	MACROLIDE
GCF_012052805.1_ASM1205280v1_genomic.fna	NZ_CP050763.1	146190	148109	+	tet(M)	1-1920/1920	===============	0/0	100.00	100.00	ncbi	NG_048250.1	tetracycline resistance ribosomal protection protein Tet(M)	TETRACYCLINE
GCF_012052805.1_ASM1205280v1_genomic.fna	NZ_CP050763.1	165225	166424	-	tet(A)	1-1200/1200	===============	0/0	100.00	99.92	ncbi	NG_048154.1	tetracycline efflux MFS transporter Tet(A)	TETRACYCLINE
GCF_012052805.1_ASM1205280v1_genomic.fna	NZ_CP050763.1	169984	170375	+	bleO	14-405/405	===============	0/0	96.79	100.00	ncbi	NG_047557.1	bleomycin binding protein	BLEOMYCIN
GCF_012052965.1_ASM1205296v1_genomic.fna	NZ_CP050761.1	115735	116934	-	tet(A)	1-1200/1200	===============	0/0	100.00	99.92	ncbi	NG_048154.1	tetracycline efflux MFS transporter Tet(A)	TETRACYCLINE
GCF_012052965.1_ASM1205296v1_genomic.fna	NZ_CP050761.1	120744	121583	-	sul1	1-840/840	===============	0/0	100.00	100.00	ncbi	NG_048082.1	sulfonamide-resistant dihydropteroate synthase Sul1	SULFONAMIDE
GCF_012052965.1_ASM1205296v1_genomic.fna	NZ_CP050761.1	122147	122599	-	arr-3	1-453/453	===============	0/0	100.00	100.00	ncbi	NG_048581.1	NAD(+)--rifampin ADP-ribosyltransferase Arr-3	RIFAMYCIN
GCF_012052965.1_ASM1205296v1_genomic.fna	NZ_CP050761.1	122684	123316	-	catB3	1-633/633	===============	0/0	100.00	100.00	ncbi	NG_047604.1	type B-3 chloramphenicol O-acetyltransferase CatB3	CHLORAMPHENICOL
GCF_012052965.1_ASM1205296v1_genomic.fna	NZ_CP050761.1	123454	124284	-	blaOXA-1	1-831/831	===============	0/0	100.00	100.00	ncbi	NG_049392.1	oxacillin-hydrolyzing class D beta-lactamase OXA-1	CEPHALOSPORIN
GCF_012052965.1_ASM1205296v1_genomic.fna	NZ_CP050761.1	124415	124969	-	aac(6')-Ib-D181Y	1-555/555	===============	0/0	100.00	99.82	ncbi	NG_067946.1	AAC(6')-Ib family aminoglycoside 6'-N-acetyltransferase	AMIKACIN;KANAMYCIN;TOBRAMYCIN
GCF_012052965.1_ASM1205296v1_genomic.fna	NZ_CP050761.1	125931	126707	+	aac(3)-IVa	1-777/777	===============	0/0	100.00	99.87	ncbi	NG_047253.1	aminoglycoside N-acetyltransferase AAC(3)-IVa	GENTAMICIN
GCF_012052965.1_ASM1205296v1_genomic.fna	NZ_CP050761.1	126936	127961	+	aph(4)-Ia	1-1026/1026	===============	0/0	100.00	100.00	ncbi	NG_047456.1	aminoglycoside O-phosphotransferase APH(4)-Ia	HYGROMYCIN
GCF_012052965.1_ASM1205296v1_genomic.fna	NZ_CP050761.1	134559	135773	-	floR	1-1215/1215	===============	0/0	100.00	99.83	ncbi	NG_047869.1	chloramphenicol/florfenicol efflux MFS transporter FloR	CHLORAMPHENICOL;FLORFENICOL
GCF_012052965.1_ASM1205296v1_genomic.fna	NZ_CP050761.1	142867	143283	-	fosA3	1-417/417	===============	0/0	100.00	100.00	ncbi	NG_050407.1	fosfomycin resistance glutathione transferase FosA3	FOSFOMYCIN
GCF_012052965.1_ASM1205296v1_genomic.fna	NZ_CP050761.1	147124	147999	-	blaCTX-M-65	1-876/876	===============	0/0	100.00	100.00	ncbi	NG_049016.1	class A extended-spectrum beta-lactamase CTX-M-65	CEPHALOSPORIN
