Biosample	contig	Genus	Species	predicted_mobility	Total_Size	Relaxase	PCN	percen	Total_DNA_bases	Plasmid_family	rep_type.s.	Multiple_replicons	Length_chr	gc	Number_plasmids	Locus	percen_tamaño	megaplasmid	Plasmid_type	Plasmid_type_curated	z_scores	Predicted_ptu
GCF_012051625	NZ_CP050738.1	Salmonella	Salmonella enterica	mobilizable	4715	No MOB	60.9195070617203	5.85390593568206	287235.475796011	rep_cluster_2350	rep_cluster_2350,rep_cluster_2370	Multiple replicons	4906732	0.41081654294803815	4	plasmid	0.0960924705078655	No	Col(pHAD28)	Col(pHAD28)	0.61130259142969	PTU-E58
GCF_012052225	NZ_CP050755.1	Salmonella	Salmonella enterica	mobilizable	4074	MOBQ	20.4185649520225	1.66520568869858	83185.2336145395	rep_cluster_1778	rep_cluster_1778	Single replicons	4995493	0.498772704958272	2	plasmid	0.0815535123360197	No	NA	rep_cluster_1778	-0.417514842129313	PTU-E10
GCF_012052605	NZ_CP050773.1	Salmonella	Salmonella enterica	non-mobilizable	34285	No MOB	2.82900371864068	2.0461627850923	96992.3924935957	IncX	IncX1	Single replicons	4740209	0.47280151669826453	5	plasmid	0.7232803448118	No	IncX1	IncX1	-0.323945171563813	-
GCF_012052605	NZ_CP050774.1	Salmonella	Salmonella enterica	mobilizable	4677	No MOB	45.3379882788836	4.47334223407319	212045.771180338	rep_cluster_2350	rep_cluster_2350	Single replicons	4740209	0.4374599101988454	5	plasmid	0.0986665355894645	No	Col(pHAD28)	Col(pHAD28)	0.272212200472058	PTU-E58
GCF_012052605	NZ_CP050775.1	Salmonella	Salmonella enterica	mobilizable	4234	MOBQ	26.8140337159101	2.39505512843766	113530.618753164	Col156	Col156	Single replicons	4740209	0.5538497874350496	5	plasmid	0.0893209561013027	No	Col156	Col156	-0.238251160509319	PTU-E20
GCF_012052605	NZ_CP050776.1	Salmonella	Salmonella enterica	mobilizable	2677	MOBF	83.824231176556	4.73391504171315	224397.46685964	rep_cluster_2350	rep_cluster_2350	Single replicons	4740209	0.46021666044079196	5	plasmid	0.0564743031372667	No	Col(pHAD28)	Col(pHAD28)	0.336213401657192	PTU-E1
GCF_012053145	NZ_CP050765.1	Salmonella	Salmonella enterica	mobilizable	30641	No MOB	5.79301422945483	3.65319969294683	177503.749004725	IncX	IncX1,rep_cluster_2335	Multiple replicons	4858857	0.4887895303678078	4	plasmid	0.630621563878089	No	Col(pHAD28), IncX1	Col(pHAD28), IncX1	0.0707709670197871	-
GCF_012053145	NZ_CP050766.1	Salmonella	Salmonella enterica	mobilizable	3916	MOBF	81.348863161125	6.55631865969641	318562.148138965	rep_cluster_2350	rep_cluster_2350	Single replicons	4858857	0.432073544433095	4	plasmid	0.0805950864575763	No	NA	rep_cluster_2350	0.78382733977855	-
GCF_012053145	NZ_CP050767.1	Salmonella	Salmonella enterica	mobilizable	3373	MOBP	70.0564832625126	4.86329435182915	236300.518044455	Unknown	-	Single replicons	4858857	0.5529202490364661	4	plasmid	0.0694196186469369	No	NA	-	0.367991204302543	PTU-E1
GCF_012053145	NZ_CP050768.1	Salmonella	Salmonella enterica	non-mobilizable	2986	No MOB	40.1356765724428	2.46652927314622	119845.130245314	rep_cluster_2374	rep_cluster_2374	Single replicons	4858857	0.45244474212993974	4	plasmid	0.0614547824725033	No	Col(pHAD28)	Col(pHAD28)	-0.220695870851665	-
GCF_012053905	NZ_CP050784.1	Salmonella	Salmonella enterica	non-mobilizable	255307	No MOB	1.00566462258399	5.32982246460464	256753.217798051	IncHI2A	IncHI2A,IncN,rep_cluster_1088	Multiple replicons	4817294	0.47642250310410605	1	plasmid	5.29980109165021	Yes	IncHI2, IncHI2A, IncN	IncHI2, IncHI2A, IncN	0.482578600718522	PTU-HI2
GCF_012054045	NZ_CP050781.1	Salmonella	Salmonella enterica	mobilizable	4234	MOBQ	11.6842428985759	1.04267067130059	49471.0844325703	Col156	Col156	Single replicons	4744651	0.5538497874350496	3	plasmid	0.0892373327353266	No	Col156	Col156	-0.570420240256393	PTU-E20
GCF_012054045	NZ_CP050782.1	Salmonella	Salmonella enterica	mobilizable	3372	MOBP	18.1234282363334	1.28802308142192	61112.2000129161	Unknown	-	Single replicons	4744651	0.5530842230130486	3	plasmid	0.0710695054283234	No	NA	-	-0.510157432699246	PTU-E1
GCF_012169275	NZ_CP048777.1	Salmonella	Salmonella enterica	mobilizable	27511	No MOB	2.26495398649788	1.29456622801694	62311.1491225431	IncX	IncX1	Single replicons	4813284	0.5105957616953218	2	plasmid	0.571564029880639	No	IncX1	IncX1	-0.508550322404796	PTU-E54
GCF_013348865	NZ_CP054717.1	Salmonella	Salmonella enterica	conjugative	162029	MOBP	3.30869962016397	11.1824795522953	536105.290755547	IncF	IncFIB,IncFII,IncFII	Multiple replicons	4794154	0.49875022372538247	3	plasmid	3.37972038445156	No	IncFIB(pB171), IncFII(SARC14), IncFII(Yp), IncX10	IncFIB(pB171), IncFII(SARC14), IncFII(Yp), IncX10	1.92009269564453	-
GCF_013348865	NZ_CP054718.1	Salmonella	Salmonella enterica	non-mobilizable	118798	No MOB	1.74056683223622	4.31308336227828	206775.858535999	Unknown	-	Single replicons	4794154	0.48879610767858045	3	plasmid	2.47797630197111	No	NA	-	0.232849841873149	-
GCF_013348865	NZ_CP054716.1	Salmonella	Salmonella enterica	non-mobilizable	51651	No MOB	2.73255031538422	2.94398044660039	141138.95633991	Unknown	-	Single replicons	4794154	0.4357514859344446	3	plasmid	1.07737465254558	No	NA	-	-0.103425581272792	-
GCF_013415925	NZ_CP058808.1	Salmonella	Salmonella enterica	mobilizable	3752	MOBQ	38.6282726998006	2.97887292854324	144933.279169652	Col156	Col156	Single replicons	4865373	0.5125266524520256	4	plasmid	0.0771163896375468	No	Col156	Col156	-0.0948553824984103	PTU-E19
GCF_013415925	NZ_CP058809.1	Salmonella	Salmonella enterica	conjugative	93853	MOBF	2.7951456003446	5.39183326805861	262332.800029141	IncF	IncFIB,IncFII	Multiple replicons	4865373	0.5310965019764952	4	plasmid	1.92899907160253	No	IncFIB(S), IncFII(S)	IncFIB(S), IncFII(S)	0.497809529622636	PTU-FS
GCF_013415925	NZ_CP058810.1	Salmonella	Salmonella enterica	conjugative	205772	MOBH	2.65713340667725	11.2378568993331	546763.655358791	IncF	IncFIA,IncQ1	Multiple replicons	4865373	0.46814435394514314	4	plasmid	4.22931602571889	No	IncFIA(HI1), IncHI1A, IncHI1B(R27), IncQ1	IncFIA(HI1), IncHI1A, IncHI1B(R27), IncQ1	1.93369433259571	PTU-HI1A
GCF_013415925	NZ_CP058811.1	Salmonella	Salmonella enterica	conjugative	90483	MOBP	3.05935803170928	5.68959240706008	276819.892783151	IncI-gamma/K1	IncI-gamma/K1	Single replicons	4865373	0.5070344705635312	4	plasmid	1.85973408410825	No	IncI1-I(Alpha)	IncI1-I(Alpha)	0.570944338786132	PTU-I1
GCF_014334175	NZ_CP060509.1	Salmonella	Salmonella enterica	conjugative	209422	MOBP	1.31113480008785	5.89941347804606	274580.472103998	IncC	IncC	Single replicons	4654369	0.5189139631939338	3	plasmid	4.49947135691218	No	IncC	IncC	0.62248003316146	-
GCF_014334175	NZ_CP060510.1	Salmonella	Salmonella enterica	mobilizable	3372	MOBP	14.8582818091588	1.07645367740468	50102.1262604834	Unknown	-	Single replicons	4654369	0.5513048635824437	3	plasmid	0.0724480590172374	No	NA	-	-0.562122547991844	PTU-E1
GCF_014334175	NZ_CP060511.1	Salmonella	Salmonella enterica	mobilizable	2978	No MOB	14.3542791797344	0.918428328249198	42747.0433972489	rep_cluster_2335	rep_cluster_2335	Single replicons	4654369	0.4822028206850235	3	plasmid	0.0639828943515222	No	Col(pHAD28)	Col(pHAD28)	-0.600936314690114	PTU-E76
GCF_014334195	NZ_CP060513.1	Salmonella	Salmonella enterica	conjugative	254662	Multiple MOB	1.1008705728224	5.98216726337782	280349.901816099	IncF	IncFIB	Single replicons	4686427	0.49542923561426516	2	plasmid	5.43403321976423	Yes	IncFIB(pN55391)	IncFIB(pN55391)	0.642805798201253	-
GCF_014334195	NZ_CP060514.1	Salmonella	Salmonella enterica	non-mobilizable	41605	No MOB	3.25828148893739	2.89262590342792	135560.80134724	Unknown	-	Single replicons	4686427	0.3454873212354284	2	plasmid	0.887776551304437	No	NA	-	-0.116039147819202	-
GCF_014334235	NZ_CP060518.1	Salmonella	Salmonella enterica	non-mobilizable	233305	No MOB	1.1814569135479	5.84541792022015	275639.805215293	IncHI2A	IncHI2A,IncQ1,rep_cluster_1088	Multiple replicons	4715485	0.46539936992349074	4	plasmid	4.94763529096159	No	IncHI2, IncHI2A, IncQ1	IncHI2, IncHI2A, IncQ1	0.60921778760783	PTU-HI2
GCF_014334235	NZ_CP060519.1	Salmonella	Salmonella enterica	conjugative	64443	MOBP	2.66313604986374	3.63950848028079	171620.476461369	IncI2	IncI2	Single replicons	4715485	0.4285492605868752	4	plasmid	1.36662506613848	No	IncI2	IncI2	0.0674081677152723	PTU-I2
GCF_014334235	NZ_CP060520.1	Salmonella	Salmonella enterica	mobilizable	4073	No MOB	8.86023275964824	0.765302572907077	36087.7280300473	rep_cluster_2350	rep_cluster_2350	Single replicons	4715485	0.44095261478026027	4	plasmid	0.0863749964213649	No	NA	rep_cluster_2350	-0.638546656164493	PTU-E58
GCF_014334235	NZ_CP060521.1	Salmonella	Salmonella enterica	mobilizable	3830	No MOB	14.4798893495337	1.17608212535326	55457.9762087141	rep_cluster_2335	rep_cluster_2335	Single replicons	4715485	0.529242819843342	4	plasmid	0.0812217619184453	No	Col(pHAD28)	Col(pHAD28)	-0.537652073122762	-
GCF_014334255	NZ_CP060523.1	Salmonella	Salmonella enterica	non-mobilizable	59372	No MOB	1.18822630238428	1.50754585311489	70547.3720251592	IncF	IncFIB,IncFII	Multiple replicons	4679617	0.5194704574546924	3	plasmid	1.26873630897571	No	IncFIB(S), IncFII(S)	IncFIB(S), IncFII(S)	-0.45623883235453	PTU-FS
GCF_014334255	NZ_CP060524.1	Salmonella	Salmonella enterica	conjugative	33310	MOBP	1.34608001672859	0.958153741155082	44837.9253572292	IncX	IncX4	Single replicons	4679617	0.4184629240468328	3	plasmid	0.711810389610945	No	IncX4	IncX4	-0.591179064244147	PTU-X4
GCF_014334255	NZ_CP060525.1	Salmonella	Salmonella enterica	mobilizable	2096	No MOB	32.7493763223148	1.46684424754359	68642.6927715719	ColpVC	ColpVC	Single replicons	4679617	0.5558206106870229	3	plasmid	0.0447899902919406	No	ColpVC	ColpVC	-0.46623585265116	PTU-E11
GCF_014858545	NZ_CP062224.1	Salmonella	Salmonella enterica	conjugative	270696	MOBH	1.06995375843092	6.23462268888185	289632.202592216	IncHI2A	IncHI2A,rep_cluster_1088	Multiple replicons	4645545	0.47365310163430563	1	plasmid	5.82700199868907	Yes	IncHI2, IncHI2A	IncHI2, IncHI2A	0.704813229538014	PTU-HI2
GCF_015074885	NZ_CP063290.1	Salmonella	Salmonella enterica	conjugative	113786	MOBP	1.516366219803	3.66084854704368	172541.246686504	IncI-gamma/K1	IncI-gamma/K1	Single replicons	4713149	0.4948236162621061	4	plasmid	2.41422454499105	No	IncI1-I(Alpha)	IncI1-I(Alpha)	0.0726496582551564	PTU-I1
GCF_015074885	NZ_CP063293.1	Salmonella	Salmonella enterica	mobilizable	3610	MOBF	8.86808068839828	0.679243777039889	32013.7712851178	rep_cluster_2350	rep_cluster_2350	Single replicons	4713149	0.43213296398891965	4	plasmid	0.0765942260683887	No	NA	rep_cluster_2350	-0.659684189117113	PTU-E1
GCF_015074885	NZ_CP063292.1	Salmonella	Salmonella enterica	mobilizable	5633	MOBP	2.36713237508851	0.282911842355792	13334.0566688736	Unknown	-	Single replicons	4713149	0.49795845908041897	4	plasmid	0.11951669679868	No	NA	-	-0.757030186642912	-
GCF_015074905	NZ_CP063300.1	Salmonella	Salmonella enterica	mobilizable	1718	No MOB	118.360341553209	4.24482210673545	203343.066788412	Unknown	-	Single replicons	4790379	0.5174621653084982	6	plasmid	0.0358635506710429	No	NA	-	0.216083693522078	-
GCF_015074905	NZ_CP063296.1	Salmonella	Salmonella enterica	conjugative	102507	MOBP	1.93154782056828	4.13322562667781	197997.172442992	IncI-gamma/K1	IncI-gamma/K1	Single replicons	4790379	0.4918200708244315	6	plasmid	2.13985156498056	No	IncI1-I(Alpha)	IncI1-I(Alpha)	0.1886736623818	PTU-I1
GCF_015074905	NZ_CP063295.1	Salmonella	Salmonella enterica	conjugative	159330	Multiple MOB	1.21723382370325	4.04857037680398	193941.865130639	IncC	IncC	Single replicons	4790379	0.527540325111404	6	plasmid	3.32604163470155	No	IncC	IncC	0.167880864669618	PTU-C
GCF_015074905	NZ_CP063299.1	Salmonella	Salmonella enterica	mobilizable	3257	No MOB	14.0105601110215	0.952584216856265	45632.394281597	rep_cluster_2350	rep_cluster_2350,rep_cluster_2370	Multiple replicons	4790379	0.4709855695425238	6	plasmid	0.0679904450148934	No	Col440I	Col440I	-0.592547036015195	PTU-E58
GCF_015074905	NZ_CP063298.1	Salmonella	Salmonella enterica	mobilizable	4234	MOBQ	2.98857222787257	0.26414642375504	12653.6148128124	Col156	Col156	Single replicons	4790379	0.5540859707132735	6	plasmid	0.0883854910018602	No	Col156	Col156	-0.761639298936968	PTU-E20
GCF_015159575	NZ_CP063331.1	Salmonella	Salmonella enterica	mobilizable	2097	No MOB	21.1171301222357	0.910287549272527	44282.6218663282	ColpVC	ColpVC	Single replicons	4864685	0.5560324272770625	1	plasmid	0.0431065937465632	No	ColpVC	ColpVC	-0.60293583120839	PTU-E11
GCF_015240635	NZ_CP063701.1	Salmonella	Salmonella enterica	non-mobilizable	59372	No MOB	1.44157863810335	1.8265495133323	85589.4069014719	IncF	IncFIB,IncFII	Multiple replicons	4685852	0.5194704574546924	1	plasmid	1.26704812700017	No	IncFIB(S), IncFII(S)	IncFIB(S), IncFII(S)	-0.377886000294713	PTU-FS
GCF_015240855	NZ_CP063703.1	Salmonella	Salmonella enterica	non-mobilizable	115352	No MOB	1.58806413942378	3.85715291065758	183186.374610812	IncF	IncFIB,IncFII,IncQ1	Multiple replicons	4749264	0.5329079686524725	2	plasmid	2.42883950018361	No	IncFIB(S), IncFII(S)	IncFIB(S), IncFII(S)	0.120865414852951	-
GCF_015240855	NZ_CP063704.1	Salmonella	Salmonella enterica	non-mobilizable	4888	No MOB	14.9507863630701	1.53875303084197	73079.4437426864	Col(MG828)	Col(MG828),rep_cluster_2392	Multiple replicons	4749264	0.4509001636661211	2	plasmid	0.102921210528621	No	NA	Col(MG828),rep_cluster_2392	-0.448573808217051	-
GCF_015241115	NZ_CP063710.1	Salmonella	Salmonella enterica	mobilizable	3272	No MOB	100.599199307941	7.02462198943499	329160.580135583	rep_cluster_2350	rep_cluster_2350	Single replicons	4685812	0.45843520782396086	2	plasmid	0.0698278121273325	No	NA	rep_cluster_2350	0.898850760271757	PTU-E58
GCF_016025375	NZ_CP065565.1	Salmonella	Salmonella enterica	mobilizable	1982	No MOB	30.2644602982346	1.21314891656612	59984.1603111011	ColpVC	ColpVC	Single replicons	4944501	0.5691220988900101	1	plasmid	0.0400849347588361	No	ColpVC	ColpVC	-0.528547826278326	PTU-E11
GCF_016025415	NZ_CP065568.1	Salmonella	Salmonella enterica	conjugative	247565	MOBH	1.90930232233515	9.50600362981533	472676.429428901	IncHI1A	IncHI1A	Single replicons	4972399	0.4724617777149436	4	plasmid	4.97878388278978	No	IncFIA(HI1), IncHI1A, IncHI1B(R27)	IncFIA(HI1), IncHI1A, IncHI1B(R27)	1.50832113065097	PTU-HI1A
GCF_016025415	NZ_CP065571.1	Salmonella	Salmonella enterica	mobilizable	4073	MOBQ	3.6192186059898	0.296458055401355	14741.0773821964	rep_cluster_1778	rep_cluster_1778	Single replicons	4972399	0.5143628774858826	4	plasmid	0.0819121715694979	No	ColpEC648	ColpEC648	-0.753703001760199	PTU-E10
GCF_016025415	NZ_CP065570.1	Salmonella	Salmonella enterica	mobilizable	5570	MOBP	3.37168136090233	0.377690229207793	18780.265180226	rep_cluster_2350	rep_cluster_2350	Single replicons	4972399	0.46463195691202874	4	plasmid	0.112018363771692	No	NA	rep_cluster_2350	-0.733750970903337	PTU-E1
GCF_016025415	NZ_CP065569.2	Salmonella	Salmonella enterica	conjugative	107790	MOBP	1.6673411332892	3.61440626058453	179722.700757243	IncI-gamma/K1	IncI-gamma/K1	Single replicons	4972399	0.4909824659059282	4	plasmid	2.16776650465902	No	IncI1-I(Alpha)	IncI1-I(Alpha)	0.0612426271605044	PTU-I1
GCF_016025435	NZ_CP065573.1	Salmonella	Salmonella enterica	conjugative	84218	MOBP	1.22094362096347	2.10396952106839	102825.429870302	IncI-gamma/K1	IncI-gamma/K1	Single replicons	4887211	0.5004630839013038	1	plasmid	1.72323233025953	No	IncI1-I(Alpha)	IncI1-I(Alpha)	-0.309746834551711	PTU-I1
GCF_016026715	NZ_CP065638.1	Salmonella	Salmonella enterica	conjugative	93933	MOBF	2.06908857896831	4.00116557398481	194355.69748823	IncF	IncFIB,IncFII	Multiple replicons	4857477	0.5312722898235976	1	plasmid	1.93378167307843	No	IncFIB(S), IncFII(S)	IncFIB(S), IncFII(S)	0.156237422862123	PTU-FS
GCF_016028495	NZ_CP065719.1	Salmonella	Salmonella enterica	conjugative	93933	MOBF	2.34136580930857	4.51161280617557	219931.514565782	IncF	IncFIB,IncFII	Multiple replicons	4874787	0.5312722898235976	1	plasmid	1.92691496059212	No	IncFIB(S), IncFII(S)	IncFIB(S), IncFII(S)	0.281612116782509	PTU-FS
GCF_016127435	NZ_CP066008.1	Salmonella	Salmonella enterica	mobilizable	8688	MOBQ	16.4264329888482	2.92564027842357	142712.849807113	IncQ	IncQ1	Single replicons	4878004	0.6095764272559853	3	plasmid	0.178105635009729	No	IncQ1	IncQ1	-0.107930244686771	PTU-?
GCF_016127435	NZ_CP066010.1	Salmonella	Salmonella enterica	conjugative	86768	MOBP	2.35060135060891	4.18115643180354	203956.977989634	IncI-gamma/K1	IncI-gamma/K1	Single replicons	4878004	0.5018785727457127	3	plasmid	1.77876032901982	No	IncI1-I(Alpha)	IncI1-I(Alpha)	0.200446299479281	PTU-I1
GCF_016127435	NZ_CP066011.1	Salmonella	Salmonella enterica	conjugative	93851	MOBF	1.88004831333157	3.61714369759601	176444.414254481	IncF	IncFIB,IncFII	Multiple replicons	4878004	0.5311397854045242	3	plasmid	1.92396316198183	No	IncFIB(S), IncFII(S)	IncFIB(S), IncFII(S)	0.0619149891712997	PTU-FS
GCF_016127835	NZ_CP066048.1	Salmonella	Salmonella enterica	non-mobilizable	59372	No MOB	2.0021529733869	2.54156684720402	118871.826335927	IncF	IncFIB,IncFII	Multiple replicons	4677108	0.5195883581486223	1	plasmid	1.26941691318652	No	IncFIB(S), IncFII(S)	IncFIB(S), IncFII(S)	-0.202265341138244	PTU-FS
GCF_016451985	NZ_CP051308.1	Salmonella	Salmonella enterica	conjugative	154276	Multiple MOB	1.09578489596684	3.46290504718371	169053.310610181	IncC	IncC	Single replicons	4881835	0.5312945629910031	2	plasmid	3.16020512778494	No	IncC	IncC	0.0240313013645471	PTU-C
GCF_016452005	NZ_CP051312.1	Salmonella	Salmonella enterica	conjugative	101468	MOBP	1.10668284197764	2.31231712357115	112292.894609787	IncI-gamma/K1	IncI-gamma/K1	Single replicons	4856293	0.5004927661922971	2	plasmid	2.08941264458302	No	IncI1-I(Alpha)	IncI1-I(Alpha)	-0.258573049593137	PTU-I1
GCF_016452065	NZ_CP051319.1	Salmonella	Salmonella enterica	conjugative	170814	Multiple MOB	1.93218947106913	6.78689231536984	330045.012311203	IncC	IncC	Single replicons	4862977	0.5229138126851429	2	plasmid	3.51253974674361	No	IncC	IncC	0.840460228906172	PTU-C
GCF_016452065	NZ_CP051318.1	Salmonella	Salmonella enterica	mobilizable	105973	No MOB	1.67284982379706	3.64544011574074	177276.914377246	IncI-gamma/K1	IncI-gamma/K1	Single replicons	4862977	0.5326167986185161	2	plasmid	2.17917954372394	No	IncI1-I(Alpha)	IncI1-I(Alpha)	0.0688650802683027	PTU-I1
GCF_016452165	NZ_CP053053.1	Salmonella	Salmonella enterica	conjugative	219745	MOBH	1.23632882717358	5.56229079512167	271677.078127258	IncF	IncFIA,IncQ1	Multiple replicons	4884266	0.4781542242144304	5	plasmid	4.49903834066367	No	IncFIA(HI1), IncHI1A, IncHI1B(R27), IncQ1	IncFIA(HI1), IncHI1A, IncHI1B(R27), IncQ1	0.53967685485082	PTU-HI1A
GCF_016452165	NZ_CP053054.1	Salmonella	Salmonella enterica	conjugative	94046	MOBF	1.05285074854821	2.02725243666019	99016.4014979654	IncF	IncFIB,IncFII	Multiple replicons	4884266	0.5312825638517321	5	plasmid	1.92548890662384	No	IncFIB(S), IncFII(S)	IncFIB(S), IncFII(S)	-0.328589881138253	PTU-FS
GCF_016452165	NZ_CP053052.1	Salmonella	Salmonella enterica	non-mobilizable	25682	No MOB	2.97198524303497	1.56270205209184	76326.5250116242	Unknown	-	Single replicons	4884266	0.5826649014874231	5	plasmid	0.525810838312246	No	NA	-	-0.442691513202913	-
GCF_016452165	NZ_CP054465.1	Salmonella	Salmonella enterica	mobilizable	3829	No MOB	185.30648361801	14.5270246496272	709538.525773361	rep_cluster_2335	rep_cluster_2335	Single replicons	4884266	0.5288587098459128	5	plasmid	0.0783945837511716	No	Col(pHAD28)	Col(pHAD28)	2.74157098259939	-
GCF_016452165	NZ_CP054466.1	Salmonella	Salmonella enterica	mobilizable	3188	No MOB	184.265995045762	12.027190824699	587439.992205891	rep_cluster_2350	rep_cluster_2350	Single replicons	4884266	0.47396486825595985	5	plasmid	0.0652708103940285	No	Col440I	Col440I	2.12756843564253	PTU-E58
GCF_016454245	NZ_CP051357.1	Salmonella	Salmonella enterica	conjugative	161620	Multiple MOB	1.30151490883659	4.26376148745533	210350.839566169	IncC	IncC	Single replicons	4933457	0.526135379284742	1	plasmid	3.27599895975581	No	IncC	IncC	0.220735533929961	PTU-C
GCF_016454265	NZ_CP051359.1	Salmonella	Salmonella enterica	conjugative	234536	MOBH	1.00002660104416	4.82973640571071	234542.238902492	IncHI2A	IncHI2A,rep_cluster_1088	Multiple replicons	4856212	0.4565354572432377	3	plasmid	4.82960793309682	No	IncHI2, IncHI2A	IncHI2, IncHI2A	0.359748790674127	PTU-HI2
GCF_016454265	NZ_CP051360.1	Salmonella	Salmonella enterica	conjugative	167068	Multiple MOB	1.22184062587523	4.20349172737358	204130.469683723	IncC	IncC	Single replicons	4856212	0.5250077812627194	3	plasmid	3.44029461646238	No	IncC	IncC	0.205932235476419	PTU-C
GCF_016454285	NZ_CP051367.1	Salmonella	Salmonella enterica	conjugative	49582	MOBF	1.15902090843158	1.21130704979417	57466.5746818544	IncF	IncFIB,IncFII	Multiple replicons	4744179	0.5211972086644346	2	plasmid	1.04511233661293	No	IncFIB(S), IncFII(S)	IncFIB(S), IncFII(S)	-0.529000220704651	PTU-FS
GCF_016454285	NZ_CP051365.1	Salmonella	Salmonella enterica	mobilizable	8688	MOBQ	104.505780484176	19.1381105318017	907946.220846524	IncQ	IncQ1	Single replicons	4744179	0.6094613259668509	2	plasmid	0.183129683766148	No	IncQ1	IncQ1	3.87413365442946	PTU-E63
GCF_016454305	NZ_CP051369.1	Salmonella	Salmonella enterica	conjugative	136285	MOBF	1.05635919998097	3.07758556632767	143965.913569407	IncF	IncFIB,IncFII	Multiple replicons	4677885	0.5146567854129215	1	plasmid	2.91338927741918	No	IncFIB(pB171), IncFII(Yp)	IncFIB(pB171), IncFII(Yp)	-0.0706098464903477	-
GCF_016454325	NZ_CP051371.1	Salmonella	Salmonella enterica	conjugative	101673	MOBP	1.14376109747235	2.40629006273478	116289.622063306	IncI-gamma/K1	IncI-gamma/K1	Single replicons	4832735	0.5132926145584373	1	plasmid	2.10383975119679	No	IncI1-I(Alpha)	IncI1-I(Alpha)	-0.235491665776294	PTU-I1
GCF_016454345	NZ_CP051374.1	Salmonella	Salmonella enterica	non-mobilizable	194325	No MOB	1.01398235607497	4.24291689524214	197042.121344269	Unknown	-	Single replicons	4644025	0.524075646468545	3	plasmid	4.18440899865957	No	NA	-	0.215615740533478	-
GCF_016454345	NZ_CP051375.1	Salmonella	Salmonella enterica	mobilizable	3605	No MOB	24.866265197714	1.93028431237469	89642.8860377589	rep_cluster_2358	rep_cluster_2358	Single replicons	4644025	0.4302357836338419	3	plasmid	0.0776266277636318	No	Col(pHAD28)	Col(pHAD28)	-0.352406934372436	PTU-E51
GCF_016454365	NZ_CP051376.1	Salmonella	Salmonella enterica	mobilizable	3829	No MOB	471.22344051831	37.0440882018027	1804314.55374461	rep_cluster_2335	rep_cluster_2335	Single replicons	4870722	0.5285975450509272	4	plasmid	0.0786125753019778	No	Col(pHAD28)	Col(pHAD28)	8.27215234891159	-
GCF_016454365	NZ_CP051378.1	Salmonella	Salmonella enterica	mobilizable	3188	No MOB	421.216495696418	27.5695921113991	1342838.18828018	rep_cluster_2350	rep_cluster_2350	Single replicons	4870722	0.47396486825595985	4	plasmid	0.0654523087131641	No	Col440I	Col440I	5.94505177421337	PTU-E58
GCF_016454385	NZ_CP051382.1	Salmonella	Salmonella enterica	conjugative	235025	MOBH	1.14716900033846	5.62571479761884	269613.394304547	IncHI2A	IncHI2A,rep_cluster_1088	Multiple replicons	4792518	0.457368365067546	2	plasmid	4.90399827397623	No	IncHI2, IncHI2A	IncHI2, IncHI2A	0.555254889951844	PTU-HI2
GCF_016454385	NZ_CP051383.1	Salmonella	Salmonella enterica	conjugative	112349	MOBP	1.71986368562166	4.03180468421626	193224.965215907	IncI-gamma/K1	IncI-gamma/K1	Single replicons	4792518	0.5278462647642613	2	plasmid	2.34425827925946	No	IncI1-I(Alpha)	IncI1-I(Alpha)	0.163762919769559	-
GCF_016454445	NZ_CP051387.1	Salmonella	Salmonella enterica	conjugative	131331	Multiple MOB	1.06279743532895	2.87158280302308	139578.249979186	IncC	IncC	Single replicons	4860673	0.5194356244907904	2	plasmid	2.7019097972647	No	IncC	IncC	-0.121207698270676	PTU-C
GCF_016454465	NZ_CP051390.1	Salmonella	Salmonella enterica	mobilizable	11037	MOBQ	24.704671360816	5.74652441516546	272665.457809326	IncQ	IncQ1	Single replicons	4744876	0.6142973634139712	1	plasmid	0.232608818439091	No	IncQ1	IncQ1	0.584927827461055	PTU-Q1
GCF_016454545	NZ_CP051399.1	Salmonella	Salmonella enterica	mobilizable	4198	No MOB	79.2019159679622	6.86725691597697	332489.643233505	rep_cluster_2350	rep_cluster_2350	Single replicons	4841666	0.43020485945688425	3	plasmid	0.086705691801128	No	NA	rep_cluster_2350	0.860199168737246	PTU-E58
GCF_016454545	NZ_CP051401.1	Salmonella	Salmonella enterica	mobilizable	3372	Multiple MOB	87.7997668125743	6.11485413681986	296060.813692001	Unknown	-	Single replicons	4841666	0.5516014234875445	3	plasmid	0.0696454484881857	No	NA	-	0.675395995769083	PTU-E1
GCF_016454665	NZ_CP051414.1	Salmonella	Salmonella enterica	mobilizable	3371	MOBP	86.4747167495427	5.82672958525188	291506.270162708	Unknown	-	Single replicons	5002914	0.55146840700089	2	plasmid	0.0673807305102586	No	NA	-	0.604627608390927	PTU-E1
GCF_016454665	NZ_CP051415.1	Salmonella	Salmonella enterica	mobilizable	3319	MOBF	74.0334555985237	4.9114783730342	245717.0391315	rep_cluster_2350	rep_cluster_2350	Single replicons	5002914	0.4335643266043989	2	plasmid	0.0663413362692223	No	NA	rep_cluster_2350	0.379826035661133	PTU-E1
